# Generated at ,
# UTC+08,
# Period Selected:,
#,
# Comment: ,
# Description: ,
# ReportTitle: Daily Report for Testing,
# Serial No. here,
#,
# CSV data starts at line 12,
#,
TimeStamp,Rainfall@0550161RF
02-01-19 0:00,0
03-01-19 0:00,0
04-01-19 0:00,0
05-01-19 0:00,0
06-01-19 0:00,0
07-01-19 0:00,0
08-01-19 0:00,0
09-01-19 0:00,3.5
10-01-19 0:00,0
11-01-19 0:00,0
12-01-19 0:00,0
13-01-19 0:00,0
14-01-19 0:00,0
15-01-19 0:00,0
16-01-19 0:00,0
17-01-19 0:00,0
18-01-19 0:00,0
19-01-19 0:00,0
20-01-19 0:00,0
21-01-19 0:00,0
22-01-19 0:00,0
23-01-19 0:00,0
24-01-19 0:00,0
25-01-19 0:00,0
26-01-19 0:00,0
27-01-19 0:00,0
28-01-19 0:00,0
29-01-19 0:00,0
30-01-19 0:00,0
31-01-19 0:00,0
01-02-19 0:00,0
02-02-19 0:00,0
03-02-19 0:00,0
04-02-19 0:00,0
05-02-19 0:00,0
06-02-19 0:00,0
07-02-19 0:00,0
08-02-19 0:00,0
09-02-19 0:00,0
10-02-19 0:00,0
11-02-19 0:00,0
12-02-19 0:00,0
13-02-19 0:00,0
14-02-19 0:00,8
15-02-19 0:00,0
16-02-19 0:00,0
17-02-19 0:00,0
18-02-19 0:00,31
19-02-19 0:00,0
20-02-19 0:00,7
21-02-19 0:00,15
22-02-19 0:00,0
23-02-19 0:00,0
24-02-19 0:00,0
25-02-19 0:00,0
26-02-19 0:00,0
27-02-19 0:00,0
28-02-19 0:00,0
01-03-19 0:00,0
02-03-19 0:00,0
03-03-19 0:00,0
04-03-19 0:00,0
05-03-19 0:00,0
06-03-19 0:00,0
07-03-19 0:00,0
08-03-19 0:00,0
09-03-19 0:00,0
10-03-19 0:00,0
11-03-19 0:00,0
12-03-19 0:00,0
13-03-19 0:00,2
14-03-19 0:00,0
15-03-19 0:00,0
16-03-19 0:00,0
17-03-19 0:00,0
18-03-19 0:00,0
19-03-19 0:00,0
20-03-19 0:00,0
21-03-19 0:00,31
22-03-19 0:00,0
23-03-19 0:00,0
24-03-19 0:00,0.399855608
25-03-19 0:00,0.600144392
26-03-19 0:00,0
27-03-19 0:00,11.5
28-03-19 0:00,0
29-03-19 0:00,36.76339088
30-03-19 0:00,6.236609119
31-03-19 0:00,0
01-04-19 0:00,5.637254901
02-04-19 0:00,6.362745098
03-04-19 0:00,0
04-04-19 0:00,1
05-04-19 0:00,27.5
06-04-19 0:00,0.5
07-04-19 0:00,0
08-04-19 0:00,0
09-04-19 0:00,0
10-04-19 0:00,5.5
11-04-19 0:00,0
12-04-19 0:00,0
13-04-19 0:00,15.5
14-04-19 0:00,11
15-04-19 0:00,0.5
16-04-19 0:00,0
17-04-19 0:00,0
18-04-19 0:00,0
19-04-19 0:00,0
20-04-19 0:00,0
21-04-19 0:00,2.5
22-04-19 0:00,0
23-04-19 0:00,0
24-04-19 0:00,2.5
25-04-19 0:00,0
26-04-19 0:00,0
27-04-19 0:00,0
28-04-19 0:00,0
29-04-19 0:00,12.95888847
30-04-19 0:00,56.00223782
01-05-19 0:00,1.538873713
02-05-19 0:00,2.689263804
03-05-19 0:00,1.310736196
04-05-19 0:00,0
05-05-19 0:00,0
06-05-19 0:00,0
07-05-19 0:00,0
08-05-19 0:00,0
09-05-19 0:00,0
10-05-19 0:00,0
11-05-19 0:00,0
12-05-19 0:00,0
13-05-19 0:00,0
14-05-19 0:00,2
15-05-19 0:00,0
16-05-19 0:00,8.090862777
17-05-19 0:00,0.409137223
18-05-19 0:00,0
19-05-19 0:00,0
20-05-19 0:00,0
21-05-19 0:00,12
22-05-19 0:00,0
23-05-19 0:00,0.5
24-05-19 0:00,0
25-05-19 0:00,0
26-05-19 0:00,0
27-05-19 0:00,5
28-05-19 0:00,0
29-05-19 0:00,0
30-05-19 0:00,0
31-05-19 0:00,0.5
01-06-19 0:00,0
02-06-19 0:00,24.84615384
03-06-19 0:00,15.65384615
04-06-19 0:00,8.5
05-06-19 0:00,2
06-06-19 0:00,2
07-06-19 0:00,4.216422203
08-06-19 0:00,0.283577797
09-06-19 0:00,0
10-06-19 0:00,0.5
11-06-19 0:00,0
12-06-19 0:00,67.7479092
13-06-19 0:00,1.2520908
14-06-19 0:00,0
15-06-19 0:00,0.402156003
16-06-19 0:00,12.097844
17-06-19 0:00,0
18-06-19 0:00,40.5
19-06-19 0:00,0
20-06-19 0:00,0
21-06-19 0:00,2.915626182
22-06-19 0:00,3.571625536
23-06-19 0:00,0.012748281
24-06-19 0:00,47
25-06-19 0:00,0
26-06-19 0:00,1.242615622
27-06-19 0:00,4.257384378
28-06-19 0:00,0
29-06-19 0:00,1.5
30-06-19 0:00,1
01-07-19 0:00,0
02-07-19 0:00,0.5
03-07-19 0:00,0
04-07-19 0:00,0
05-07-19 0:00,0
06-07-19 0:00,0
07-07-19 0:00,0
08-07-19 0:00,0
09-07-19 0:00,14
10-07-19 0:00,0
11-07-19 0:00,0
12-07-19 0:00,0
13-07-19 0:00,0
14-07-19 0:00,0
15-07-19 0:00,0
16-07-19 0:00,0
17-07-19 0:00,0
18-07-19 0:00,0
19-07-19 0:00,0
20-07-19 0:00,0
21-07-19 0:00,0
22-07-19 0:00,0
23-07-19 0:00,3.5
24-07-19 0:00,0
25-07-19 0:00,3.839376673
26-07-19 0:00,0.160623327
27-07-19 0:00,0
28-07-19 0:00,69
29-07-19 0:00,0.5
30-07-19 0:00,0
31-07-19 0:00,0
01-08-19 0:00,0
02-08-19 0:00,0
03-08-19 0:00,0
04-08-19 0:00,0
05-08-19 0:00,0.5
06-08-19 0:00,0
07-08-19 0:00,0
08-08-19 0:00,0
09-08-19 0:00,0
10-08-19 0:00,0.392236977
11-08-19 0:00,13.60776302
12-08-19 0:00,0
13-08-19 0:00,0
14-08-19 0:00,0
15-08-19 0:00,0
16-08-19 0:00,11
17-08-19 0:00,0
18-08-19 0:00,17
19-08-19 0:00,0
20-08-19 0:00,0
21-08-19 0:00,0
22-08-19 0:00,0
23-08-19 0:00,21.5
24-08-19 0:00,0
25-08-19 0:00,0
26-08-19 0:00,0
27-08-19 0:00,0
28-08-19 0:00,27.33704572
29-08-19 0:00,33.69741327
30-08-19 0:00,0.465541006
31-08-19 0:00,0
01-09-19 0:00,0
02-09-19 0:00,0
03-09-19 0:00,3.550410959
04-09-19 0:00,41.15156752
05-09-19 0:00,20.79802152
06-09-19 0:00,13
07-09-19 0:00,0
08-09-19 0:00,0
09-09-19 0:00,0
10-09-19 0:00,0
11-09-19 0:00,0.5
12-09-19 0:00,0
13-09-19 0:00,0
14-09-19 0:00,0
15-09-19 0:00,0
16-09-19 0:00,0
17-09-19 0:00,0
18-09-19 0:00,0
19-09-19 0:00,0
20-09-19 0:00,0
21-09-19 0:00,0
22-09-19 0:00,0
23-09-19 0:00,0
24-09-19 0:00,0
25-09-19 0:00,0
26-09-19 0:00,0
27-09-19 0:00,0
28-09-19 0:00,0
29-09-19 0:00,0
30-09-19 0:00,0
01-10-19 0:00,0
02-10-19 0:00,0
03-10-19 0:00,0
04-10-19 0:00,0
05-10-19 0:00,0
06-10-19 0:00,0
07-10-19 0:00,0
08-10-19 0:00,0
09-10-19 0:00,1.5
10-10-19 0:00,11.28309069
11-10-19 0:00,0.216909312
12-10-19 0:00,3.5
13-10-19 0:00,33
14-10-19 0:00,2
15-10-19 0:00,0
16-10-19 0:00,0
17-10-19 0:00,8.5
18-10-19 0:00,14.33271061
19-10-19 0:00,10.16728939
20-10-19 0:00,0
21-10-19 0:00,0
22-10-19 0:00,0.348697832
23-10-19 0:00,0.651302168
24-10-19 0:00,10.03325599
25-10-19 0:00,17.96674401
26-10-19 0:00,0
27-10-19 0:00,18
28-10-19 0:00,0
29-10-19 0:00,15
30-10-19 0:00,19.98378378
31-10-19 0:00,32.01621622
01-11-19 0:00,19
02-11-19 0:00,0
03-11-19 0:00,8
04-11-19 0:00,12.55959391
05-11-19 0:00,0.440406091
06-11-19 0:00,16
07-11-19 0:00,0.5
08-11-19 0:00,2.080778039
09-11-19 0:00,3.419221961
10-11-19 0:00,1
11-11-19 0:00,0
12-11-19 0:00,0
13-11-19 0:00,3
14-11-19 0:00,0
15-11-19 0:00,0
16-11-19 0:00,42
17-11-19 0:00,3
18-11-19 0:00,0
19-11-19 0:00,0
20-11-19 0:00,2.5
21-11-19 0:00,0
22-11-19 0:00,0
23-11-19 0:00,0
24-11-19 0:00,1
25-11-19 0:00,0
26-11-19 0:00,1
27-11-19 0:00,1
28-11-19 0:00,6
29-11-19 0:00,22
30-11-19 0:00,3.5
01-12-19 0:00,7.5
02-12-19 0:00,1
03-12-19 0:00,0
04-12-19 0:00,10.5
05-12-19 0:00,0
06-12-19 0:00,0
07-12-19 0:00,0
08-12-19 0:00,0
09-12-19 0:00,5
10-12-19 0:00,17.5
11-12-19 0:00,1.5
12-12-19 0:00,7
13-12-19 0:00,1.5
14-12-19 0:00,1
15-12-19 0:00,77.22650383
16-12-19 0:00,81.59680445
17-12-19 0:00,6.029006957
18-12-19 0:00,8.874188247
19-12-19 0:00,2.273496525
20-12-19 0:00,0
21-12-19 0:00,11.5
22-12-19 0:00,0.5
23-12-19 0:00,0
24-12-19 0:00,0
25-12-19 0:00,0
26-12-19 0:00,0
27-12-19 0:00,0
28-12-19 0:00,0
29-12-19 0:00,0
30-12-19 0:00,0
31-12-19 0:00,0
01-01-20 0:00,6
