# Generated at ,
# UTC+08,
# Period Selected: ,
#,
# Comment: ,
# Description: ,
# ReportTitle: 15Mins Report for Testing,
# Serial No. here,
#,
# CSV data starts at line 12,
#,
TimeStamp,Rainfall@0550161RF
15-12-19 0:15,
15-12-19 0:30,
15-12-19 0:45,
15-12-19 1:00,
15-12-19 1:15,
15-12-19 1:30,
15-12-19 1:45,
15-12-19 2:00,0.170555556
15-12-19 2:15,1.005562148
15-12-19 2:30,0.066745773
15-12-19 2:45,0.066745773
15-12-19 3:00,0.066745773
15-12-19 3:15,0.066745773
15-12-19 3:30,0.066745773
15-12-19 3:45,0.066745773
15-12-19 4:00,0.066745773
15-12-19 4:15,0.027217443
15-12-19 4:30,0
15-12-19 4:45,0
15-12-19 5:00,0
15-12-19 5:15,0
15-12-19 5:30,0
15-12-19 5:45,0
15-12-19 6:00,0
15-12-19 6:15,0
15-12-19 6:30,0
15-12-19 6:45,0
15-12-19 7:00,0
15-12-19 7:15,0
15-12-19 7:30,0
15-12-19 7:45,0
15-12-19 8:00,0
15-12-19 8:15,0.029335072
15-12-19 8:30,0.029335072
15-12-19 8:45,0.029335072
15-12-19 9:00,0.029335072
15-12-19 9:15,0.029335072
15-12-19 9:30,0.029335072
15-12-19 9:45,0.029335072
15-12-19 10:00,0.029335072
15-12-19 10:15,0.029335072
15-12-19 10:30,0.029335072
15-12-19 10:45,0.029335072
15-12-19 11:00,0.029335072
15-12-19 11:15,0.029335072
15-12-19 11:30,0.029335072
15-12-19 11:45,0.029335072
15-12-19 12:00,0.029335072
15-12-19 12:15,0.029335072
15-12-19 12:30,3.563803779
15-12-19 12:45,7.998696959
15-12-19 13:00,0.110375276
15-12-19 13:15,0.110375276
15-12-19 13:30,0.110375276
15-12-19 13:45,0.188559566
15-12-19 14:00,6.337056578
15-12-19 14:15,3.197975856
15-12-19 14:30,0.409407253
15-12-19 14:45,0.079407094
15-12-19 15:00,0.079407094
15-12-19 15:15,0.079407094
15-12-19 15:30,0.079407094
15-12-19 15:45,0.079407094
15-12-19 16:00,0.163849388
15-12-19 16:15,11.86501261
15-12-19 16:30,15.94163763
15-12-19 16:45,1.706373626
15-12-19 17:00,0.346153846
15-12-19 17:15,0.134827025
15-12-19 17:30,0.095238095
15-12-19 17:45,0.095238095
15-12-19 18:00,0.095238095
15-12-19 18:15,0.095238095
15-12-19 18:30,4.532257031
15-12-19 18:45,4.08787976
15-12-19 19:00,4.918699187
15-12-19 19:15,3.070683662
15-12-19 19:30,0.507410641
15-12-19 19:45,0.587228278
15-12-19 20:00,1.976300079
15-12-19 20:15,0.216034566
15-12-19 20:30,0.319799422
15-12-19 20:45,1.041967813
15-12-19 21:00,1.154684803
15-12-19 21:15,0.287338479
15-12-19 21:30,0.18300122
15-12-19 21:45,0.187987366
15-12-19 22:00,0.216242191
15-12-19 22:15,0.216242191
15-12-19 22:30,1.234432737
15-12-19 22:45,0.791167879
15-12-19 23:00,0.587293242
15-12-19 23:15,0.372516556
15-12-19 23:30,0.147413235
15-12-19 23:45,0.112781955
16-12-19 0:00,0.112781955
